gw,player_id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,attacking_bonus,defending_bonus,winning_goals,key_passes,clearances_blocks_interceptions,total_points,played,in_dreamteam
11,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,69,90,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,22,True,True
11,70,89,0,2,0,3,0,0,0,0,0,0,1,1,0,3,15,10,True,False
11,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,73,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,True,False
11,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,76,90,0,0,0,2,0,0,0,0,0,0,2,1,0,4,14,4,True,False
11,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,78,90,0,0,0,2,0,0,0,0,0,0,0,1,0,0,13,2,True,False
11,79,90,0,0,0,2,0,0,0,0,0,0,0,1,0,0,15,2,True,False
11,80,76,0,1,0,2,0,0,0,0,0,0,0,1,0,1,12,5,True,False
11,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,83,90,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,3,True,False
11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,85,90,0,0,0,2,0,0,0,0,0,0,1,0,0,2,8,3,True,False
11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,87,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,False
11,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,89,79,0,0,0,2,0,0,0,0,0,0,1,0,0,2,9,3,True,False
11,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
11,92,90,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,2,True,False
11,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,95,90,0,0,0,2,0,0,0,0,0,0,1,0,0,2,5,3,True,False
11,96,76,1,0,0,2,0,0,0,0,0,0,1,0,0,2,4,8,True,False
11,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,99,90,0,0,0,2,0,0,0,0,0,8,0,0,0,0,12,5,True,False
11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,102,89,0,0,0,2,0,0,0,0,0,0,1,1,0,3,10,3,True,False
11,103,89,0,0,0,2,0,0,0,0,0,0,0,1,0,0,14,2,True,False
11,104,90,0,0,0,2,0,0,0,0,0,0,0,1,0,0,10,2,True,False
11,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,106,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1,True,False
11,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,111,68,0,0,0,1,0,0,0,0,0,0,2,0,0,4,2,4,True,False
11,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,113,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,True,False
11,114,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,True,False
11,115,68,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,True,False
11,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
11,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
11,118,90,0,1,0,2,0,0,0,1,0,0,0,0,0,1,9,4,True,False
11,119,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,True,False
11,120,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
11,121,81,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,True,False
11,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,124,90,0,0,0,4,0,0,0,0,0,8,0,0,0,0,8,3,True,False
11,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,127,90,0,0,0,4,0,0,0,0,0,0,1,0,0,2,8,1,True,False
11,128,90,0,0,0,4,0,0,0,0,0,0,0,1,0,0,12,1,True,False
11,129,90,0,0,0,4,0,0,0,0,0,0,0,1,0,0,13,1,True,False
11,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,135,90,0,0,0,4,0,0,0,0,0,0,0,1,0,0,12,1,True,False
11,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,137,80,0,0,0,3,0,0,0,1,0,0,0,0,0,1,8,1,True,False
11,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,140,90,1,1,0,4,0,0,0,0,0,0,0,1,0,1,10,11,True,False
11,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,142,26,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,1,True,False
11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,144,63,0,0,0,2,0,0,0,0,0,0,0,1,0,0,11,3,True,False
11,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,147,90,0,0,0,4,0,0,0,0,0,0,0,1,0,0,11,3,True,False
11,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,150,90,0,1,0,4,0,0,0,0,0,0,1,0,0,2,2,6,True,False
11,151,90,0,0,0,4,0,0,0,0,0,0,1,0,0,2,4,3,True,False
11,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,153,90,0,0,0,2,0,0,0,0,0,3,0,0,0,0,10,2,True,False
11,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,156,73,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,5,True,False
11,157,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,True,False
11,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,159,86,0,0,0,2,0,0,0,1,0,0,0,1,0,0,10,1,True,False
11,160,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,True,False
11,161,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,-2,True,False
11,162,90,0,0,0,2,0,0,0,1,0,0,0,1,0,0,10,1,True,False
11,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,164,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,True,False
11,165,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,True,False
11,166,57,1,0,0,1,0,0,0,0,0,0,1,0,0,2,3,7,True,False
11,167,90,0,1,0,2,0,0,0,0,0,0,1,0,0,3,3,6,True,False
11,168,73,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,2,True,False
11,169,90,0,1,0,2,0,0,0,0,0,0,0,1,0,1,10,6,True,False
11,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,172,73,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10,3,True,False
11,173,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,True,False
11,174,90,2,0,0,2,0,0,0,0,0,0,2,0,1,4,2,15,True,True
11,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,177,90,0,0,1,0,0,0,0,0,0,3,0,0,0,0,9,8,True,True
11,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,179,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
11,180,90,0,0,1,0,0,0,0,0,0,0,0,2,0,0,16,8,True,True
11,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,183,90,1,0,1,0,0,0,0,0,0,0,1,0,0,2,7,13,True,True
11,184,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,True,False
11,185,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,True,False
11,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,187,20,0,1,0,0,0,0,0,0,0,0,1,0,0,2,4,5,True,False
11,188,79,0,2,1,0,0,0,0,0,0,0,2,0,0,4,8,11,True,True
11,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,190,86,0,0,1,0,0,0,0,0,0,0,0,1,0,1,13,4,True,False
11,191,90,1,0,1,0,0,0,0,0,0,0,0,2,1,0,16,11,True,True
11,192,69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,8,True,False
11,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,194,90,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,3,True,False
11,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,198,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,True,False
11,199,69,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,True,False
11,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,True,False
11,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,202,90,0,0,0,1,0,0,0,0,0,2,0,0,0,0,15,3,True,False
11,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,204,90,0,0,0,1,0,0,0,1,0,0,0,2,0,0,16,3,True,False
11,205,90,0,0,0,1,0,0,0,1,0,0,1,1,0,2,10,3,True,False
11,206,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,3,True,False
11,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,208,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,True,False
11,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,211,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,True,False
11,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,213,90,1,0,0,1,0,0,0,0,0,0,0,1,0,1,14,8,True,False
11,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,215,90,1,0,0,1,0,0,0,0,0,0,1,0,1,2,5,9,True,False
11,216,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,2,True,False
11,217,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,True,False
11,218,90,0,2,0,1,0,0,0,0,0,0,1,0,0,3,7,9,True,False
11,219,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,True,False
11,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,223,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,True,False
11,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
11,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,229,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,True,False
11,230,90,0,0,0,4,0,0,0,0,0,3,0,0,0,0,7,0,True,False
11,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,235,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,True,False
11,236,70,0,0,0,4,0,0,0,0,0,0,0,1,0,0,11,1,True,False
11,237,33,0,1,0,1,0,0,0,0,0,0,1,0,0,2,3,5,True,False
11,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,239,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,True,False
11,240,90,0,1,0,4,0,0,0,0,0,0,0,1,0,1,13,4,True,False
11,241,56,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,True,False
11,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,243,76,0,0,0,4,0,0,0,0,0,0,0,0,0,1,5,2,True,False
11,244,90,2,1,0,4,0,0,0,0,0,0,0,0,0,1,6,15,True,True
11,245,56,0,0,0,3,0,0,0,0,0,0,0,1,0,1,11,2,True,False
11,246,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,True,False
11,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,248,56,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,1,True,False
11,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,250,90,0,0,0,4,0,0,0,1,0,0,1,0,0,2,8,2,True,False
11,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,253,90,0,1,0,4,0,0,0,0,0,0,1,0,0,2,1,6,True,False
11,254,90,0,0,0,4,0,0,0,0,0,0,0,0,0,1,3,2,True,False
11,255,90,0,0,0,3,0,1,0,0,0,6,0,0,0,0,11,8,True,False
11,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,257,90,0,0,0,3,0,0,0,1,0,0,1,0,0,2,8,1,True,False
11,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,259,90,0,0,0,3,0,0,0,0,0,0,0,1,0,1,14,2,True,False
11,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,262,33,0,0,0,3,0,0,0,0,1,0,0,0,0,0,8,-3,True,False
11,263,90,0,0,0,3,0,0,0,0,0,0,0,1,0,0,12,2,True,False
11,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,267,61,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,7,True,False
11,268,90,0,0,0,3,0,0,0,1,0,0,0,0,0,1,6,1,True,False
11,269,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False
11,270,90,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,2,True,False
11,271,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,True,False
11,272,90,0,1,0,3,0,0,0,0,0,0,1,0,0,2,5,6,True,False
11,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,277,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,True,False
11,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,279,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,True,False
11,280,72,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,True,False
11,281,90,0,0,0,1,0,0,0,0,0,2,0,0,0,0,9,3,True,False
11,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,284,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,True,False
11,285,90,0,0,0,1,0,0,0,0,0,0,0,2,0,0,16,4,True,False
11,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,288,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,True,False
11,289,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,True,False
11,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,292,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,True,False
11,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,294,55,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,2,True,False
11,295,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,True,False
11,296,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,True,False
11,297,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,True,False
11,298,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,True,False
11,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,301,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,True,False
11,302,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,True,False
11,303,69,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2,True,False
11,304,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,True,False
11,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,306,90,0,0,0,1,0,0,0,0,0,5,0,0,0,0,12,4,True,False
11,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,308,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,2,True,False
11,309,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,3,True,False
11,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,311,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11,3,True,False
11,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,315,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,3,True,False
11,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,317,90,1,0,0,1,0,0,0,0,0,0,1,0,0,3,1,8,True,False
11,318,90,0,1,0,1,0,0,0,0,0,0,1,0,0,2,9,6,True,False
11,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,321,85,0,0,0,1,0,0,0,0,0,0,0,1,0,1,15,3,True,False
11,322,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,True,False
11,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,324,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,True,False
11,325,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,True,False
11,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
11,327,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,True,False
