player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,attacking_bonus,defending_bonus,winning_goals,key_passes,clearances_blocks_interceptions,total_points
81,180662,2024,50,44,898,0,0,0,13,0,0,0,5,0,0,0,7,0,1,98,20
81,180662,2025,45,42,1004,0,0,4,13,0,0,0,2,0,0,0,9,0,3,138,45
