player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,attacking_bonus,defending_bonus,winning_goals,key_passes,clearances_blocks_interceptions,total_points
76,654890,2024,45,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
76,654890,2025,55,57,2355,1,2,12,28,0,0,0,4,0,0,14,22,1,43,264,140
