player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,attacking_bonus,defending_bonus,winning_goals,key_passes,clearances_blocks_interceptions,total_points
293,625041,2023,50,47,195,0,1,0,5,0,0,0,1,0,0,2,0,0,7,24,17
293,625041,2024,55,52,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
293,625041,2025,50,50,1732,7,1,3,34,0,0,0,1,0,0,4,1,1,16,89,91
